News,Label
किसानों के भारत बंद से जुड़ी ख़ास और बड़ी बातेंमोदी सरकार के कृषि क़ानून के ख़िलाफ़ आंदोलनाकरी किसानों के भारत बंद को देश के भीतर राजनीतिक दलों से व्यापक समर्थन मिला है.,1
मध्यप्रदेश: शराब बिक्री को लेकर शिवराज चौहान का वीडियो फ़र्जी दावों के साथ वायरलदारू इतनी फैला दो पूरे प्रदेश में की पिये और  पड़े रहे - शिवराज सिंह  जब प्रदेश का मुख्यमंत्री ऐसे आदेश दे तो आम जनता क्या करेगी।,0
वायरल वीडियो के साथ किया गया 'लव जिहाद' का दावा फ़र्ज़ी है“वीडियो पुराना है पर दिल को छू गया #Love_Jihad जिस बाप को अपनी इज्जत बचाने के लिए अपनी ही बेटी के पैरो में अपनी पगड़ी रखनी पड़े तो !! ऐसी बेटी को क्या कहोंगें... 20 साल साथ रखने वाले माँ बाप पर भरोसा नही तो 20 दिन में प्यार करने वाले जिहादी के साथ ज्यादा हो गया..”,0
"पुलिस की गाड़ी पर BJP के झंडे लहराने का वीडियो ग़लत दावे से वायरलअब यह देखना बाकी था ,ये है मेरे देश की पुलिस जिन्होंने संविधान की शपथ ली थी देश सेवा के लिए "" मगर सेवा सत्ता पक्ष"" और पार्टी विशेष की हो रही है।।",0
भारत तीन मैच के टी-20 सिरीज़ पहल अप नाम लिय ,1
"भारत ने ऑस्ट्रेलिया को पहली पारी में 195 रन पर रोका, भारत का स्कोर एक विकेट पर 36 रनअजिंक्या रहाणे की कप्तानी में भारत ने अच्छी शुरुआत की थी. ऑस्ट्रेलिया के मेलबर्न क्रिकेट ग्राउंड पर खेले जा रहे टेस्ट मैच में ऑस्ट्रेलिया ने टॉस जीत कर पहले बल्लेबाज़ी करने का फ़ैसला किया था.",1
बेड पर पैर रखकर मरीज़ से बात कर रहे आईएएस अधिकारी की पुरानी तस्वीर वायरलगनीमत है कि अभी ट्रेनी हैं वरना जूता मरीज के सिर पर भी रख सकते थे साहब जी।,0
छत्तीसगढ: एमएसपी का लाभ 6 प्रतिशत या 94 प्रतिशत किसानों को?पूरे देश में न्यूनतम समर्थन मूल्य पर धान ख़रीदी के लिए छत्तीसगढ़ सबसे अधिक भुगतान करता है. राज्य सरकार किसानों से प्रति एकड़ 15 क्विंटल धान की ख़रीदी करती है.,1
कैसे दिल्ली के श्रीवास्तव ग्रुप के विदेश में पाकिस्तान विरोधी प्रचार से जुड़े हैं तारः फ़ैक्ट चेकयूरोप के एक ग़ैर सरकारी फ़ैक्ट चेक एनजीओ ईयू डिसइंफ़ो लैब का दावा है कि एक भारतीय नेटवर्क दुनिया के 65 देशों में 265 'फ़ेक मीडिया आउटलेट' के ज़रिए पाकिस्तान विरोधी प्रोपेगैंडा फ़ैलाने का काम कर रहा है. इन सभी 'फ़ेक मीडिया आउटलेट्स' के तार दिल्ली के श्रीवास्तव ग्रुप से जुड़े हुए हैं.,0
सोशल मीडिया पर वायरल ये तस्वीर दरअसल कहाँ से है ?आपके गली-मोहल्ले या आपके घर  पर अचानक से ये कट्टरपंथी जिहादियों की भीड़ आ जाए तो इससे  बचने का कुछ उपाय है आपके पास ?  इसका एक ही इलाज बुलडोजर,0
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
"जीडीपी पर IMF के ताज़ा अनुमान से भारतीयों को क्यों चिंतित होना चाहिए?भारत की जीडीपी पर आईएमएफ़ के अनुमान का आपके जीवन में क्या मतलब है, ये समझने के लिए पढ़ें ये रिपोर्ट.",1
"मोदी सरकार से वार्ता के बाद बोले किसान नेता, हमारी बस एक ही माँग है- रिपील, रिपील, रिपील...किसानों नेताओं और सरकार के बीच सातवें दौर की बातचीत बेनतीज़ा खत्म हो गई है. किसान नेता और केंद्र सरकार के बीच अब अगली वार्ता आठ तारीख़ यानी शुक्रवार को होगी.",1
चीन कोरो वायरस के नए वैरिएंट पहल मामल साम आय ऐस दाव किय रह कोरो वायरस नय वैरिएंट पहल तुल 40-70 फ़ीसद अधिक तेज़ फैल वाल ,1
30 अक्तूबर भारत के परमाण कार्यक्रम के पितामह कह वाल होम जहांगीर भाभ जयं पढ़ रेहान फ़ज़ल विशेष लेख ,1
चार टेस्ट मैच सिरीज़ पहल मैच गुरुवार शुर रह वन डे सिरीज़ ऑस्ट्रेलिय के नाम रह ,1
"भारत: बीते 24 घंटे में कोरोना के 23,068 नए मामले, 336 मौतें",1
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
"पाकिस्तान का पुराना वीडियो ग़लत संदर्भ में फिर से हुआ वायरल""ऐसे लोगो से फल क्या कोई सामान न ले जो हमे कुछ भी खिला सकते है ये वीडियो रुकनी नहीं चाहिए""",0
पाकिस्तान सरकार ने कश्मीर तनाव पर ट्वीट की कठुआ रेप पीड़िता की तस्वीरपाकिस्तान सरकार ने 'कठुआ गैंग रेप और मर्डर केस' की पीड़ित बच्ची की तस्वीर इस्तेमाल कर ये अपील की है कि भारत प्रशासित कश्मीर में हो रहे नरसंहार को रोकने के लिए अंतरराष्ट्रीय समुदाय कुछ क़दम उठाये.,0
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
"राजद्रोह क़ानून की समीक्षा पूरी होने तक कोई नई FIR नहीं : सुप्रीम कोर्टहनुमान चालीसा का पाठ, भारत-पाकिस्तान मैच में पाकिस्तान ज़िंदाबाद का नारा, सोशल मीडिया पर पोस्ट या फिर कोई कार्टून- ये कुछ ऐसे काम है जिन्हें हाल के दिनों में अलग-अलग राज्य सरकारों ने राजद्रोह क़ानून में मुक़दमा दायर करने का आधार बनाया. ",1
पुणे में मिले कोरोना के ख़िलाफ़ हर्ड इम्यूनिटी के संकेतः प्रेस रिव्यूभारत में अपनी तरह के पहले अध्ययन में मिले सकारात्मक संकेत. पढ़िए और क्या ख़ास छपा है आज के अख़बारों में.,1
"पुलिस की गाड़ी पर BJP के झंडे लहराने का वीडियो ग़लत दावे से वायरलअब यह देखना बाकी था ,ये है मेरे देश की पुलिस जिन्होंने संविधान की शपथ ली थी देश सेवा के लिए "" मगर सेवा सत्ता पक्ष"" और पार्टी विशेष की हो रही है।।",0
"सोनिया गांधी और राहुल गांधी की पुरानी तस्वीर के साथ फ़र्ज़ी दावा जोड़ा गया“यदि आपको लगता होगा कि सोनिया के साथ यह राहुल गाँधी है, तो आपकी जानकारी के लिए बता दूं कि यहक्वात्रोची है. अब स्वयं निर्णय लीजिये कि राजीव गाँधी की हत्या के बाद डीएनए टेस्ट के लिए राहुल का रक्त देने से उसकी माँ ने क्यों मना कर दिया था.”",0
मध्यप्रदेश: शराब बिक्री को लेकर शिवराज चौहान का वीडियो फ़र्जी दावों के साथ वायरलदारू इतनी फैला दो पूरे प्रदेश में की पिये और  पड़े रहे - शिवराज सिंह  जब प्रदेश का मुख्यमंत्री ऐसे आदेश दे तो आम जनता क्या करेगी।,0
अर्थशास्त्र मशहूर लेखक गुरचरण सिंह नए कृष क़ानून के समर्थक उन्ह लग सरकार सुधार ठीक बेच नह पाई ,1
Australia vs India : बॉक्सिंग डे टेस्ट को ये नाम कैसे मिला?क्रिसमस के अगले दिन का नाम बॉक्सिंग डे क्यों रखा गया और क्या इसका मुक्केबाज़ी से कोई लेना-देना है?,1
किसान आंदोलनः सिंघ बॉर्डर सिख प्रचारक कथित तौर ख़ुदकुश बत रह दिल्ल सट सिंघ बॉर्डर सिख प्रचारक ख़ुद गोल मार ली पर्च के मिल ख़बर जिसक जाँच रह ,1
रवींद्र जडेजा के कप्तानी छोड़ने और अपनी वापसी पर खुलकर बोले धोनीरविवार को आईपीएल में दो मैच खेले गए. दोनों में ख़ूब चौके छक्के लगे. बड़ा स्कोर बना. ,1
खेती और पैदावार के मामले में भारत क्या चीन से भी पीछे है?अमेरिका के बाद भारत खेती के मामले में दूसरे नंबर पर है. लेकिन पैदावार के मामले में अमेरिका ही नहीं चीन से भी पीछे है.,1
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
रफ़ाल हैमर मिसाइल लग के राज़ फ्रांस - प्रेस रिव्य रक्ष सौद के अनुसार साल फ्रांस हैमर मिसाइल भारत दे भारत ज़रूरत देख फ्रांसीस वायुसे अप ज़खीर मिसाइल भारत दे फ़ैसल किय ,1
"नए कृषि कानूनों से किसे फायदा, किसे नुकसान?किसान नए कृषि क़ानूनों को वापस लेने की माँग कर रहे हैं. संसद के ज़रिए ये क़ानून बनाए गए हैं, लेकिन आंदोलनकारी किसानों का कहना है कि इन क़ानूनों से उनके हित प्रभावित होंगे.",1
भारत-अमरीक समझौ चीन तीख प्रतिक्रिय भारत चीन पहल ख़राब रिश्त ले चर्च बन चीन ताज़ समझौ ले तीख प्रतिक्रिय दी ,1
सोमवार केरल हिमाचल प्रदेश राजस्थान बात पुष्ट दी उनक बड़ पैम पक्ष मौत वजह बर्ड फ्ल ,1
"इंडोनेशिया में समुन्द्र के नीचे स्थित मंदिर के वायरल तस्वीर का सच क्या है?""इंडोनेशिया में समुद्र के नीचे स्थित ये विष्णु भगवान का मंदिर क़रीब 5 हज़ार साल पुराना है.""",0
डूब सर्कस उद्योग ऑनलाइन प्लैटफ़ॉर्म्स सहार ,1
मध्यप्रदेश: शराब बिक्री को लेकर शिवराज चौहान का वीडियो फ़र्जी दावों के साथ वायरलदारू इतनी फैला दो पूरे प्रदेश में की पिये और  पड़े रहे - शिवराज सिंह  जब प्रदेश का मुख्यमंत्री ऐसे आदेश दे तो आम जनता क्या करेगी।,0
प्रदर्शनों में शामिल औरतों पर आख़िर सवाल क्यों उठाए जाते हैं?हाल ही में भारत के मुख्य न्यायाधीश ने किसान आंदोलन को लेकर टिप्पणी की थी कि प्रदर्शन में शामिल महिलाओं और बुज़ुर्गों को घर चले जाना चाहिए.,1
"पाकिस्तान का पुराना वीडियो ग़लत संदर्भ में फिर से हुआ वायरल""ऐसे लोगो से फल क्या कोई सामान न ले जो हमे कुछ भी खिला सकते है ये वीडियो रुकनी नहीं चाहिए""",0
"सोनिया गांधी और राहुल गांधी की पुरानी तस्वीर के साथ फ़र्ज़ी दावा जोड़ा गया“यदि आपको लगता होगा कि सोनिया के साथ यह राहुल गाँधी है, तो आपकी जानकारी के लिए बता दूं कि यहक्वात्रोची है. अब स्वयं निर्णय लीजिये कि राजीव गाँधी की हत्या के बाद डीएनए टेस्ट के लिए राहुल का रक्त देने से उसकी माँ ने क्यों मना कर दिया था.”",0
धोनी मैच हारने के बाद प्लेऑफ की उम्मीद मुश्किल होने पर बोलेचार बार की चैंपियन चेन्नई सुपर किंग्स के आईपीएल के 15वें संस्करण के प्लेऑफ़ में पहुँचना मुश्किल हो गया है. ,1
मध्यप्रदेश: शराब बिक्री को लेकर शिवराज चौहान का वीडियो फ़र्जी दावों के साथ वायरलदारू इतनी फैला दो पूरे प्रदेश में की पिये और  पड़े रहे - शिवराज सिंह  जब प्रदेश का मुख्यमंत्री ऐसे आदेश दे तो आम जनता क्या करेगी।,0
आज का कार्टून: सबसे लास्ट में कौन?कोरोना वैक्सीन की तैयारियों पर आज का कार्टून.,1
भारतीय शिक्षक को मिला 'ग्लोबल टीचर प्राइज़'7 करोड़ का ग्लोबल टीचर प्राइज़ जीतकर आधी पुरस्कार राशि बांटने वाले शिक्षक,1
मध्यप्रदेश: शराब बिक्री को लेकर शिवराज चौहान का वीडियो फ़र्जी दावों के साथ वायरलदारू इतनी फैला दो पूरे प्रदेश में की पिये और  पड़े रहे - शिवराज सिंह  जब प्रदेश का मुख्यमंत्री ऐसे आदेश दे तो आम जनता क्या करेगी।,0
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
सोशल मीडिया पर वायरल ये तस्वीर दरअसल कहाँ से है ?आपके गली-मोहल्ले या आपके घर  पर अचानक से ये कट्टरपंथी जिहादियों की भीड़ आ जाए तो इससे  बचने का कुछ उपाय है आपके पास ?  इसका एक ही इलाज बुलडोजर,0
कश्मीरः उत्पीड़न और सवालों का सामना कर रहे पत्रकारइस सप्ताह भारत की राष्ट्रीय जाँच एजेंसी ने ग्रेटर कश्मीर के दफ़्तर और एएफ़पी के पत्रकार परवेज़ बुख़ारी के घर पर छापेमारी की.,1
"यूएई की रूस से बढ़ती नज़दीकी, अमेरिका से दूरी और पर्दे के पीछे से शेख मंसूर बिन ज़ायेद का रोलसंयुक्त अरब अमीरात के बाहर शेख मंसूर बिन ज़ायेद अल नाहयान को इंग्लिश फुटबॉल क्लब मैनचेस्टर सिटी के मालिक के रूप में जाना जाता है. ",1
"पुलिस की गाड़ी पर BJP के झंडे लहराने का वीडियो ग़लत दावे से वायरलअब यह देखना बाकी था ,ये है मेरे देश की पुलिस जिन्होंने संविधान की शपथ ली थी देश सेवा के लिए "" मगर सेवा सत्ता पक्ष"" और पार्टी विशेष की हो रही है।।",0
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
देख तस्वीर देश दुनिय लोग अंदाज़ मन नए साल जश्न ,1
"बिहार पेपर लीक मामला: BPSC ने बताया कब होगी परीक्षा, अब तक चार लोग हिरासत मेंबिहार लोकसेवा आयोग ने मंगलवार को बताया है कि अगले तीन महीने के अंदर बीपीएससी की परीक्षा दोबारा आयोजित कराई जा सकती है. ",1
कोरोना वायरस: क्या इस वीडियो में दिख रहे लोग तबलीग़ के थे?- फ़ैक्ट चेकतबलीग़ी जमात के मार्च महीने में हुए धार्मिक आयोजन में शामिल लोगों में कोविड-19 के संक्रमण के बाद देश में कुल कोरोना वायरस के मरीज़ों की संख्या में तेज़ी से बढ़ी. ,0
"पाकिस्तान का पुराना वीडियो ग़लत संदर्भ में फिर से हुआ वायरल""ऐसे लोगो से फल क्या कोई सामान न ले जो हमे कुछ भी खिला सकते है ये वीडियो रुकनी नहीं चाहिए""",0
राहुल गांधी ने चीन के मुद्दे पर पीएम मोदी पर फिर हमला कियाकांग्रेस नेता राहुल गांधी ने कहा कि चीन ने भारत की धरती पर कब्जा कर लिया है लेकिन पीएम मोदी चीन का नाम भी नहीं लेते हैं.,1
बेड पर पैर रखकर मरीज़ से बात कर रहे आईएएस अधिकारी की पुरानी तस्वीर वायरलगनीमत है कि अभी ट्रेनी हैं वरना जूता मरीज के सिर पर भी रख सकते थे साहब जी।,0
कार्टून अज सुन सोशल मीडिय तनिष्क के विज्ञापन के विरोध कार्टून ,1
"नहीं, यह वीडियो दिल्ली के सरकारी स्कूल को मदरसे में तब्दील होते नहीं दिखातायह है केजरीवाल का दिल्ली स्कूल मॉडल जिनसे सेकुलर हिंदुओं को लगता है कि केजरीवाल अच्छा काम कर रहा है वह देख लीजिए दिल्ली के सरकारी स्कूलों को केजरीवाल ने मदरसे में बदलना शुरू कर दिया है. दिल्ली के विजय नगर का एक सरकारी स्कूल है यह स्कूल में कलमा, उर्दू पढ़ने की इजाजत दी है केजरीवाल ने या उनके बिधायको और सरकार का समर्थन है. अब हिंदुओं को तय करना है कि इन जिहादी सोच वाले अरविंद केजरीवाल की पार्टी के साथ क्या करना है.",0
प्रधानमंत्र नरेंद्र मोद नई दिल्ल स्थित नेशनल वॉर मेमोरियल पहुंच 1971 युद्ध हिस्स ले वाल जवान श्रद्धांजल दी ,1
भारत-चीन के एलएस जार तनाव के अरुणाचल के तवांग सेक्टर भारतीय सुरक्षाबल के जवान कड़ ठंड डट ,1
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
भारत की जीडीपी: दूसरी तिमाही में कैसा रहा हाल?,1
गोबर उठाने से जज बनने तक का सफ़रसोनल शर्मा का राजस्थान न्यायिक सेवा (आरजेएस) 2018 में चयन हुआ है.,1
कोरोना से जुड़ी गलतफ़हमियों का इलाज करते स्टूडेंटकोरोना वायरस से जुड़ी कई तरह की जानकारियां हमें रोज़ ही मिलती रहती हैं. इनमें से कई जानकारियां ग़लत और भ्रामक होती हैं. ,0
जेल गौतम नवलख चश्म स्टेन स्वाम स्ट्रॉ नह दे के माय पिछल दिन ऐस मामल साम आए जिनम सरकार के आलोचक रह क़ैद के क्रूर बर रह ,1
सोशल मीडिया पर वायरल ये तस्वीर दरअसल कहाँ से है ?आपके गली-मोहल्ले या आपके घर  पर अचानक से ये कट्टरपंथी जिहादियों की भीड़ आ जाए तो इससे  बचने का कुछ उपाय है आपके पास ?  इसका एक ही इलाज बुलडोजर,0
हिटमैन के नाम मशहूर रोहित शर्म ज़िंदग उनक खेल जुड़ किस्स सुन ,1
"इंडोनेशिया में समुन्द्र के नीचे स्थित मंदिर के वायरल तस्वीर का सच क्या है?""इंडोनेशिया में समुद्र के नीचे स्थित ये विष्णु भगवान का मंदिर क़रीब 5 हज़ार साल पुराना है.""",0
"नहीं, यह वीडियो दिल्ली के सरकारी स्कूल को मदरसे में तब्दील होते नहीं दिखातायह है केजरीवाल का दिल्ली स्कूल मॉडल जिनसे सेकुलर हिंदुओं को लगता है कि केजरीवाल अच्छा काम कर रहा है वह देख लीजिए दिल्ली के सरकारी स्कूलों को केजरीवाल ने मदरसे में बदलना शुरू कर दिया है. दिल्ली के विजय नगर का एक सरकारी स्कूल है यह स्कूल में कलमा, उर्दू पढ़ने की इजाजत दी है केजरीवाल ने या उनके बिधायको और सरकार का समर्थन है. अब हिंदुओं को तय करना है कि इन जिहादी सोच वाले अरविंद केजरीवाल की पार्टी के साथ क्या करना है.",0
सोशल मीडिया पर वायरल ये तस्वीर दरअसल कहाँ से है ?आपके गली-मोहल्ले या आपके घर  पर अचानक से ये कट्टरपंथी जिहादियों की भीड़ आ जाए तो इससे  बचने का कुछ उपाय है आपके पास ?  इसका एक ही इलाज बुलडोजर,0
"सुकमा में माओवादी हमला, एक असिसटेंट कमांडेंट की मौत और 9 जवान घायल",1
बेड पर पैर रखकर मरीज़ से बात कर रहे आईएएस अधिकारी की पुरानी तस्वीर वायरलगनीमत है कि अभी ट्रेनी हैं वरना जूता मरीज के सिर पर भी रख सकते थे साहब जी।,0
सोशल मीडिया पर वायरल ये तस्वीर दरअसल कहाँ से है ?आपके गली-मोहल्ले या आपके घर  पर अचानक से ये कट्टरपंथी जिहादियों की भीड़ आ जाए तो इससे  बचने का कुछ उपाय है आपके पास ?  इसका एक ही इलाज बुलडोजर,0
किसान आंदोलन से जुड़ी आठ बातें जिन्हें जानना ज़रूरी हैकेंद्र सरकार की ओर से पारित किए गए तीन नए कृषि क़ानूनों का किसान कई दिनों से विरोध कर रहे हैं.,1
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
कोरो वायरस मुक़ाबल के भारतीय ज़्याद सक्षम भारत बड़ आबाद साफ़ पा नसीब नह बड़ तादात लोग बास सेहत ख़राब वाल खा खा दूषित हव सांस ले ऐस जगह रह जह बेहद घन आबाद ,1
"पुतिन की ‘गर्लफ़्रेंड’ अलीना कबाएवा कौन हैं, जिन्हें कहा जाता है 'रूस की 'सीक्रेट फ़र्स्ट लेडी'यूक्रेन पर हमले के चलते रूस पर पहले ही कई अप्रत्याशित प्रतिबंध लगाए जा चुके हैं. और अब यूरोपीय यूनियन रूस के राष्ट्रपति व्लादिमीर पुतिन की 'गर्लफ़्रेंड' और उनके कुछ बच्चों की मां कही जाने वाली अलीना कबाएवा को भी निशाना बना सकता है. ",1
उत्तराखंड पैर पसार कोशिश जुट आम आदम पार्ट उत्तराखंड राजनीत नज़र रख वाल जानकार मान आम आदम पार्ट के आन राजनीत के समीकरण बदल सक ,1
"सोनिया गांधी और राहुल गांधी की पुरानी तस्वीर के साथ फ़र्ज़ी दावा जोड़ा गया“यदि आपको लगता होगा कि सोनिया के साथ यह राहुल गाँधी है, तो आपकी जानकारी के लिए बता दूं कि यहक्वात्रोची है. अब स्वयं निर्णय लीजिये कि राजीव गाँधी की हत्या के बाद डीएनए टेस्ट के लिए राहुल का रक्त देने से उसकी माँ ने क्यों मना कर दिया था.”",0
"इंडोनेशिया में समुन्द्र के नीचे स्थित मंदिर के वायरल तस्वीर का सच क्या है?""इंडोनेशिया में समुद्र के नीचे स्थित ये विष्णु भगवान का मंदिर क़रीब 5 हज़ार साल पुराना है.""",0
"'अभिनंदन को पाकिस्तान ने भारत के डर से छोड़ा', बयान पर हंगामापाकिस्तानी सांसद अयाज़ सादिक़ ने दावा किया कि विदेश मंत्री शाह महमूद क़ुरैशी ने कहा था कि अगर विंग कमांडर अभिनंदन को रिहा नहीं किया जाता है तो भारत रात नौ बजे तक हमला कर देगा.",1
यूक्रेन युद्ध के बाद रूसी नागरिक दुबई क्यों जा रहे हैंयूक्रेन युद्ध के बाद रूस पर लगे आर्थिक प्रतिबंधों से जूझते रूसी अरबपतियों के लिए दुबई एक जन्नत के रूप में उभर रहा है. ,1
दिन भर सभ ज़रूर ख़बर बड़ अपडेट आपक मिल बीबीस लाइव पेज 24 घंट उपलब्ध ,1
"इंडोनेशिया में समुन्द्र के नीचे स्थित मंदिर के वायरल तस्वीर का सच क्या है?""इंडोनेशिया में समुद्र के नीचे स्थित ये विष्णु भगवान का मंदिर क़रीब 5 हज़ार साल पुराना है.""",0
फारूक़ साहब सिर्फ़ साहित्यकार भर नह वो महफ़िल संग्रहालय यूनिवर्सिट गुज़र ज़म जीती-जाग तहज़ीब ,1
"पाकिस्तान का पुराना वीडियो ग़लत संदर्भ में फिर से हुआ वायरल""ऐसे लोगो से फल क्या कोई सामान न ले जो हमे कुछ भी खिला सकते है ये वीडियो रुकनी नहीं चाहिए""",0
"सोनिया गांधी और राहुल गांधी की पुरानी तस्वीर के साथ फ़र्ज़ी दावा जोड़ा गया“यदि आपको लगता होगा कि सोनिया के साथ यह राहुल गाँधी है, तो आपकी जानकारी के लिए बता दूं कि यहक्वात्रोची है. अब स्वयं निर्णय लीजिये कि राजीव गाँधी की हत्या के बाद डीएनए टेस्ट के लिए राहुल का रक्त देने से उसकी माँ ने क्यों मना कर दिया था.”",0
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
टीम इंडिय नौ मही अंतरराष्ट्रीय मैच खेल रह सिड भारत ऑस्ट्रेलिय वन डे मैच खेल ,1
आज का कार्टून: पीछे देखो पीछेभारत में वैक्सीन की सप्लाई पर आज का कार्टून.,1
"नहीं, यह वीडियो दिल्ली के सरकारी स्कूल को मदरसे में तब्दील होते नहीं दिखातायह है केजरीवाल का दिल्ली स्कूल मॉडल जिनसे सेकुलर हिंदुओं को लगता है कि केजरीवाल अच्छा काम कर रहा है वह देख लीजिए दिल्ली के सरकारी स्कूलों को केजरीवाल ने मदरसे में बदलना शुरू कर दिया है. दिल्ली के विजय नगर का एक सरकारी स्कूल है यह स्कूल में कलमा, उर्दू पढ़ने की इजाजत दी है केजरीवाल ने या उनके बिधायको और सरकार का समर्थन है. अब हिंदुओं को तय करना है कि इन जिहादी सोच वाले अरविंद केजरीवाल की पार्टी के साथ क्या करना है.",0
"नहीं, यह वीडियो दिल्ली के सरकारी स्कूल को मदरसे में तब्दील होते नहीं दिखातायह है केजरीवाल का दिल्ली स्कूल मॉडल जिनसे सेकुलर हिंदुओं को लगता है कि केजरीवाल अच्छा काम कर रहा है वह देख लीजिए दिल्ली के सरकारी स्कूलों को केजरीवाल ने मदरसे में बदलना शुरू कर दिया है. दिल्ली के विजय नगर का एक सरकारी स्कूल है यह स्कूल में कलमा, उर्दू पढ़ने की इजाजत दी है केजरीवाल ने या उनके बिधायको और सरकार का समर्थन है. अब हिंदुओं को तय करना है कि इन जिहादी सोच वाले अरविंद केजरीवाल की पार्टी के साथ क्या करना है.",0
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
