News,Label
चीन भारत ज़मीन खे इसस अधिक फ़सल उपज भारत दुनिय के देश औसत पैदावार उपज तस्वीर कैस बदल ,1
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
साल 2020 मील पत्थर साबित हुईं पाँच राजनीतिक घट साल 2020 सिर्फ लोग के ज़हन नह बल्क वैश्विक राजनीत गहर छाप छोड़ साल वैश्विक राजनीत जिसक असर लंब रह ,1
कवर स्टोरी: क्यों हैं जम्मू-कश्मीर के वनवासी नाराज़जम्मू कश्मीर में अतिक्रमण हटाने की हो रही है कार्रवाई...काटे जा रहे हैं हज़ारों सेब के पेड़...और तोड़े जा रहे हैं वनवासियों के घर...प,1
वायरल वीडियो के साथ किया गया 'लव जिहाद' का दावा फ़र्ज़ी है“वीडियो पुराना है पर दिल को छू गया #Love_Jihad जिस बाप को अपनी इज्जत बचाने के लिए अपनी ही बेटी के पैरो में अपनी पगड़ी रखनी पड़े तो !! ऐसी बेटी को क्या कहोंगें... 20 साल साथ रखने वाले माँ बाप पर भरोसा नही तो 20 दिन में प्यार करने वाले जिहादी के साथ ज्यादा हो गया..”,0
"सोनिया गांधी और राहुल गांधी की पुरानी तस्वीर के साथ फ़र्ज़ी दावा जोड़ा गया“यदि आपको लगता होगा कि सोनिया के साथ यह राहुल गाँधी है, तो आपकी जानकारी के लिए बता दूं कि यहक्वात्रोची है. अब स्वयं निर्णय लीजिये कि राजीव गाँधी की हत्या के बाद डीएनए टेस्ट के लिए राहुल का रक्त देने से उसकी माँ ने क्यों मना कर दिया था.”",0
वायरल वीडियो के साथ किया गया 'लव जिहाद' का दावा फ़र्ज़ी है“वीडियो पुराना है पर दिल को छू गया #Love_Jihad जिस बाप को अपनी इज्जत बचाने के लिए अपनी ही बेटी के पैरो में अपनी पगड़ी रखनी पड़े तो !! ऐसी बेटी को क्या कहोंगें... 20 साल साथ रखने वाले माँ बाप पर भरोसा नही तो 20 दिन में प्यार करने वाले जिहादी के साथ ज्यादा हो गया..”,0
"सोनिया गांधी और राहुल गांधी की पुरानी तस्वीर के साथ फ़र्ज़ी दावा जोड़ा गया“यदि आपको लगता होगा कि सोनिया के साथ यह राहुल गाँधी है, तो आपकी जानकारी के लिए बता दूं कि यहक्वात्रोची है. अब स्वयं निर्णय लीजिये कि राजीव गाँधी की हत्या के बाद डीएनए टेस्ट के लिए राहुल का रक्त देने से उसकी माँ ने क्यों मना कर दिया था.”",0
वायरल वीडियो के साथ किया गया 'लव जिहाद' का दावा फ़र्ज़ी है“वीडियो पुराना है पर दिल को छू गया #Love_Jihad जिस बाप को अपनी इज्जत बचाने के लिए अपनी ही बेटी के पैरो में अपनी पगड़ी रखनी पड़े तो !! ऐसी बेटी को क्या कहोंगें... 20 साल साथ रखने वाले माँ बाप पर भरोसा नही तो 20 दिन में प्यार करने वाले जिहादी के साथ ज्यादा हो गया..”,0
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
"इंडोनेशिया में समुन्द्र के नीचे स्थित मंदिर के वायरल तस्वीर का सच क्या है?""इंडोनेशिया में समुद्र के नीचे स्थित ये विष्णु भगवान का मंदिर क़रीब 5 हज़ार साल पुराना है.""",0
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
"पाकिस्तान का पुराना वीडियो ग़लत संदर्भ में फिर से हुआ वायरल""ऐसे लोगो से फल क्या कोई सामान न ले जो हमे कुछ भी खिला सकते है ये वीडियो रुकनी नहीं चाहिए""",0
ग्वालियर में सड़क पर भीख मांगते मिले पुलिस इंस्पेक्टर की कहानीग्वालियर के लोगों का कहना है कि मनीष मिश्रा सड़क पर भीख मांगकर अपना गुज़र बसर कर रहे थे.,1
"नहीं, यह वीडियो दिल्ली के सरकारी स्कूल को मदरसे में तब्दील होते नहीं दिखातायह है केजरीवाल का दिल्ली स्कूल मॉडल जिनसे सेकुलर हिंदुओं को लगता है कि केजरीवाल अच्छा काम कर रहा है वह देख लीजिए दिल्ली के सरकारी स्कूलों को केजरीवाल ने मदरसे में बदलना शुरू कर दिया है. दिल्ली के विजय नगर का एक सरकारी स्कूल है यह स्कूल में कलमा, उर्दू पढ़ने की इजाजत दी है केजरीवाल ने या उनके बिधायको और सरकार का समर्थन है. अब हिंदुओं को तय करना है कि इन जिहादी सोच वाले अरविंद केजरीवाल की पार्टी के साथ क्या करना है.",0
वाय प्रदूषण सबस ज़्याद मार किन लोग पड़ रह भारत हर साल लाख लोग वाय प्रदूषण वजह अकाल मौत शिकार रह ,1
किसान आंदोलन: कहां ‘ग़ायब’ हैं जंतर-मंतर पर प्रदर्शन करने वाले तमिलनाडु के किसानकुछ साल पहले तमिलनाडु के किसान दिल्ली के जंतर-मंतर पर विरोध-प्रदर्शन करने के लिए इकट्ठा हुए थे.,1
बाइडन अमेरिक के अगल राष्ट्रपत बन कमल हैरिस उप-राष्ट्रपत पद शपथ ली ट्रंप शपथग्रहण समारोह शामिल मन दिय फ़्लोरिड चल ,1
विजय दिवसः 13 दिन की भारत-पाकिस्तान की लड़ाई और बांग्लादेश का जन्म16 दिसंबर 1971 को पाकिस्तानी सेना ने भारत के सामने समर्पण किया था. उसकी तैयारी मेजर जनरल जेएफ़आर जैकब ने की थी. उन्होंने बताया तब क्या हुआ था.,1
मुग़ल सल्तनत के संस्थापक बाबर 1483-1530 जह विजे के रूप देख वर्णित किय दूसर ओर उन्ह बड़ कलाकार लेखक मा ,1
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
"नहीं, यह वीडियो दिल्ली के सरकारी स्कूल को मदरसे में तब्दील होते नहीं दिखातायह है केजरीवाल का दिल्ली स्कूल मॉडल जिनसे सेकुलर हिंदुओं को लगता है कि केजरीवाल अच्छा काम कर रहा है वह देख लीजिए दिल्ली के सरकारी स्कूलों को केजरीवाल ने मदरसे में बदलना शुरू कर दिया है. दिल्ली के विजय नगर का एक सरकारी स्कूल है यह स्कूल में कलमा, उर्दू पढ़ने की इजाजत दी है केजरीवाल ने या उनके बिधायको और सरकार का समर्थन है. अब हिंदुओं को तय करना है कि इन जिहादी सोच वाले अरविंद केजरीवाल की पार्टी के साथ क्या करना है.",0
सोशल मीडिया पर वायरल ये तस्वीर दरअसल कहाँ से है ?आपके गली-मोहल्ले या आपके घर  पर अचानक से ये कट्टरपंथी जिहादियों की भीड़ आ जाए तो इससे  बचने का कुछ उपाय है आपके पास ?  इसका एक ही इलाज बुलडोजर,0
‘यूरोपीय क्षेत्र’ के भारत रह इंस्टैंट मैसेजिंग ऐप वॉट्सऐप आपक अप प्राइवेस पॉलिस शर्त बदलाव रह ,1
किसान आंदोलन: दिल्ली बॉर्डर पर चल रहे प्रदर्शन के बारे में क्या कहते हैं मुख्यमंत्री खट्टर के गांववालेरोहतक ज़िला मुख्यालय से भिवानी रोड पर आठ किलोमीटर दूर मुख्यमंत्री मनोहर लाल खट्टर के गांव की अपनी समस्याएं हैं लेकिन वे किसानों के मुद्दे पर ख़ामोश नहीं हैं.,1
बेड पर पैर रखकर मरीज़ से बात कर रहे आईएएस अधिकारी की पुरानी तस्वीर वायरलगनीमत है कि अभी ट्रेनी हैं वरना जूता मरीज के सिर पर भी रख सकते थे साहब जी।,0
मध्यप्रदेश: शराब बिक्री को लेकर शिवराज चौहान का वीडियो फ़र्जी दावों के साथ वायरलदारू इतनी फैला दो पूरे प्रदेश में की पिये और  पड़े रहे - शिवराज सिंह  जब प्रदेश का मुख्यमंत्री ऐसे आदेश दे तो आम जनता क्या करेगी।,0
RCEP: चीन की अगुआई वाले गुट में शामिल न होने से भारत को फ़ायदा या नुक़सान?जिस कारण से मोदी सरकार ने पिछले साल नवंबर में 'द रीजनल कॉम्प्रीहेंसिव इकोनॉमिक पार्टनरशिप' यानी आरसीईपी वार्ता से बाहर होने का एलान किया था - वो फ़ैसला सही था या नहीं.,1
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
मोदी सरकार ने क़ानून रद्द भी कर दिया तो किसका भला होगा?जिस एमएसपी को सुनिश्चित करने के लिए किसान सड़क पर हैं उससे महज़ छह फ़ीसदी किसानों को ही फ़ायदा होता है.,1
दीक्षा शिंदे के नासा पैनलिस्ट बनने की रिपोर्ट का सच क्या है?- फ़ैक्ट चेकबीते सप्ताह 19 अगस्त को समाचार एजेंसी एएनआई ने सिलसिलेवार ट्वीट करके दावा किया कि महाराष्ट्र के औरंगाबाद की रहने वाली 14 साल की दीक्षा शिंदे अमेरिकी स्पेस एजेंसी नासा के एमएसआई फ़ेलोशिप के वर्चुअल पैनल के लिए बतौर पैनलिस्ट चुनी गई हैं.,0
पश्चिम हिंद महासागर ‘एक्सरसाइज़ मालाबार 2020’ दूसर चरण जार ,1
फ़िल्म मज़दूर मट्ट उसक साइकिल ज़िंदग नाम के परमानेंट लॉकडाउन फँस उसक नीच जात ग़रीब बीमार रह ,1
बेड पर पैर रखकर मरीज़ से बात कर रहे आईएएस अधिकारी की पुरानी तस्वीर वायरलगनीमत है कि अभी ट्रेनी हैं वरना जूता मरीज के सिर पर भी रख सकते थे साहब जी।,0
अर्नब गोस्वामी के ख़िलाफ़ प्रस्ताव लाने वाले शिवसेना विधायक के यहाँ ईडी का छापाः प्रेस रिव्यू,1
किसान आंदोलन सुप्रीम कोर्ट बन समित के चार लोग सुप्रीम कोर्ट कृष क़ानून विभिन्न पक्ष सुन ज़मी स्थित जायज ले के समित गठन किय ,1
भारतीय विदेश मंत्रालय करतारपुर साहिब गुरुद्वार प्रबंधन ग़ैर-सिख समित दिए ऐतराज़ जत ,1
कारों की बिक्री कम होने में OLA-UBER का कितना असर? फ़ैक्ट चेकभारत की वित्त मंत्री निर्मला सीतारमण ने ओला और उबर जैसी कैब सेवाओं को ऑटो सेक्टर में चल रही गिरावट के मुख्य कारणों में से एक बताया है.,0
कॉरपोरेट्स को बैंकों का लाइसेंस देने को लेकर क्यों उठे सवालआरबीआई के एक आंतरिक कार्य समूह ने औद्योगिक घरानों को बैंकों का लाइसेंस देने की सिफ़ारिश की है.,1
उत्तर प्रदेश के सिनेमा घरों को छह महीने के लिए लाइसेंस फी की छूटराज्य सरकार के फ़ैसले के अनुसार मल्टीप्लेक्स और सिनेमा घरों को एक अप्रैल से 30 सितंबर तक की अवधि के लिए लाइसेंस फी की छूट दी गई है.,1
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
बेड पर पैर रखकर मरीज़ से बात कर रहे आईएएस अधिकारी की पुरानी तस्वीर वायरलगनीमत है कि अभी ट्रेनी हैं वरना जूता मरीज के सिर पर भी रख सकते थे साहब जी।,0
"पुलिस की गाड़ी पर BJP के झंडे लहराने का वीडियो ग़लत दावे से वायरलअब यह देखना बाकी था ,ये है मेरे देश की पुलिस जिन्होंने संविधान की शपथ ली थी देश सेवा के लिए "" मगर सेवा सत्ता पक्ष"" और पार्टी विशेष की हो रही है।।",0
किसान आंदोलन पंजाब खे गेहूं धान MSP आबाद रह बर्बाद क्य हरित क्रांत अप कामयाब के चक्रव्यूह फँस गय पंजाब किसान जान क्य तरीक ,1
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
किसान आंदोलनः कड़ाके की ठंड में खुले आसमान तले फ़रियाद - ग्राउंड रिपोर्टराजस्थान-हरियाणा बॉर्डर पर आंदोलन सड़क पर डटे किसान कैसे कर रहे हैं आंदोलन. पढ़िए ग्राउंड रिपोर्ट.,1
साल 2020 कोविड-19 के ख़िलाफ़ जंग फ़्रंटलाइन रह डॉक्टर्स स्वास्थ्यकर्म वायरस संक्रमित उनम कइय मौत ,1
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
प्रदर्शन शामिल औरत आख़िर सवाल क्य उठ हाल भारत के मुख्य न्यायाधीश किसान आंदोलन ले टिप्पण प्रदर्शन शामिल महिल बुज़ुर्ग घर चल चाह ,1
क्य हरित क्रांत अप कामयाब के चक्रव्यूह फँस गय पंजाब किसान जान क्य तरीक ,1
कोरो वैक्सीन इस्तेमाल मंज़ूर देनेवाल दुनिय पहल देश बन ब्रिटेनफ़ाइज़र बायोनटेक वैक्सीन अगल हफ़् ब्रिटेन लोग लग जाएग ,1
मध्यप्रदेश: शराब बिक्री को लेकर शिवराज चौहान का वीडियो फ़र्जी दावों के साथ वायरलदारू इतनी फैला दो पूरे प्रदेश में की पिये और  पड़े रहे - शिवराज सिंह  जब प्रदेश का मुख्यमंत्री ऐसे आदेश दे तो आम जनता क्या करेगी।,0
भारतीय नौसेना ने दिखाई ताक़तपश्चिमी हिंद महासागर में ‘एक्सरसाइज़ मालाबार 2020’ का दूसरा चरण जारी है.,1
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
वायरल वीडियो के साथ किया गया 'लव जिहाद' का दावा फ़र्ज़ी है“वीडियो पुराना है पर दिल को छू गया #Love_Jihad जिस बाप को अपनी इज्जत बचाने के लिए अपनी ही बेटी के पैरो में अपनी पगड़ी रखनी पड़े तो !! ऐसी बेटी को क्या कहोंगें... 20 साल साथ रखने वाले माँ बाप पर भरोसा नही तो 20 दिन में प्यार करने वाले जिहादी के साथ ज्यादा हो गया..”,0
"नहीं, यह वीडियो दिल्ली के सरकारी स्कूल को मदरसे में तब्दील होते नहीं दिखातायह है केजरीवाल का दिल्ली स्कूल मॉडल जिनसे सेकुलर हिंदुओं को लगता है कि केजरीवाल अच्छा काम कर रहा है वह देख लीजिए दिल्ली के सरकारी स्कूलों को केजरीवाल ने मदरसे में बदलना शुरू कर दिया है. दिल्ली के विजय नगर का एक सरकारी स्कूल है यह स्कूल में कलमा, उर्दू पढ़ने की इजाजत दी है केजरीवाल ने या उनके बिधायको और सरकार का समर्थन है. अब हिंदुओं को तय करना है कि इन जिहादी सोच वाले अरविंद केजरीवाल की पार्टी के साथ क्या करना है.",0
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
वायु प्रदूषण की सबसे ज़्यादा मार किन लोगों पर पड़ रही हैभारत में हर साल लाखों लोग वायु प्रदूषण की वजह से अकाल मौत का शिकार हो रहे हैं.,1
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
फ़र्ज़ी ख़बर के तूफ़ान में फंसने वाली पत्रकार की कहानीबीती जनवरी मैं एक दिन उत्तरी लंदन की एक डांस क्लास से बाहर निकली और मुझे अपने फ़ोन पर अफ़्रीकी नंबरों से आईं कई मिस्ड कॉल्स मिलीं. ,0
बेड पर पैर रखकर मरीज़ से बात कर रहे आईएएस अधिकारी की पुरानी तस्वीर वायरलगनीमत है कि अभी ट्रेनी हैं वरना जूता मरीज के सिर पर भी रख सकते थे साहब जी।,0
गुलाब गेंद वाल डे-नाइट टेस्ट मैच कप्ता विराट कोहल टेस्ट मैच के वो भारत लौट क्योंक वो पि बन वाल ,1
"इंडोनेशिया में समुन्द्र के नीचे स्थित मंदिर के वायरल तस्वीर का सच क्या है?""इंडोनेशिया में समुद्र के नीचे स्थित ये विष्णु भगवान का मंदिर क़रीब 5 हज़ार साल पुराना है.""",0
औरंगाबाद सिट औरंगाबाद ज़िल नय नाम रख बहस जब-तब उठ खड़ ,1
नेपाल संकट के काठमांड क्य पहुंच ची कम्युनिस्ट पार्ट प्रेस रिव्य नेपाल के पत्रकार कह ची कम्युनिस्ट पार्ट नेपाल के आंतरिक मामल दखल दे रह ,1
मुगल सम्राट अकबर या गौड़ हिंदू राजा शशांक: किसने की थी बांग्ला कैलेंडर की शुरुआतआरएसएस और उसके सहयोगी संगठनों ने पश्चिम बंगाल में इस आशय का एक जोरदार प्रचार और 'जागरूकता अभियान' शुरू किया है कि मुगल सम्राट अकबर नहीं बल्कि गौड़ राजवंश के प्राचीन हिंदू राजा शशांक ने बांग्ला वर्ष या 'बांग्ला कैलंडर' की शुरुआत की थी.,1
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
किसान आंदोलन मोद सरकार नए कृष क़ानून वापस क्य नह ले ले सरकार किसान संगठन के छह दौर बातचीत चुक केंद्र सरकार साफ़ दिय नए कृष क़ानून वापस नह जाएँग आख़िर क्य ,1
कार्टून: देखो वो आ गया!बिहार में एनडीए की जीत पर आज का कार्टून.,1
बेड पर पैर रखकर मरीज़ से बात कर रहे आईएएस अधिकारी की पुरानी तस्वीर वायरलगनीमत है कि अभी ट्रेनी हैं वरना जूता मरीज के सिर पर भी रख सकते थे साहब जी।,0
बिहार चुनाव के नतीजों पर क्या रहीं अखबारों की सुर्खियां?बिहार विधानसभा चुनाव के नतीजे आ चुके हैं और 243 विधानसभा सीटों वाले इस राज्य में एक बार फिर एनडीए को सरकार बनाने का जनादेश मिला है.,1
फ़्रांस के चर्च हमल तीन लोग मौत पूर दुनिय प्रतिक्रिय साम आ रह ,1
"चीन ने बताया सीमा पर जवानों के लिए उसकी क्या है तैयारीचीन ने बताया है कि उसने पहाड़ों पर तैनात अपने जवानों के लिए क्या व्यवस्थाएं की हैं. पढ़ें, आज के अख़बारों की प्रमुख सुर्ख़ियां.",1
आईएमएफ़ अनुमान प्रत व्यक्त जीडीप आन वाल दिन बांग्लादेश भारत पीछ छोड़ आग जाएग क्य तुल सह ,1
सीम सुरक्ष बल जम्म कश्मीर पुलिस के संयुक्त अभियान खोज गय ,1
"इंडोनेशिया में समुन्द्र के नीचे स्थित मंदिर के वायरल तस्वीर का सच क्या है?""इंडोनेशिया में समुद्र के नीचे स्थित ये विष्णु भगवान का मंदिर क़रीब 5 हज़ार साल पुराना है.""",0
बेटी के लिए 64 की उम्र में एमबीबीएस की पढ़ाई करने वाला पितापैर में लगे स्प्रिंग की मदद से वो चल तो सकते हैं लेकिन आसानी से नहीं. इस साल नीट की परीक्षा पास कर एमबीबीएस की पढ़ाई शुरू करने वाले एक रिटायर्ड अधिकारी की कहानी.,1
जीपीएस टोल प्लाज़ फ़्र अगल साल कैस होग भारत भारत सभ नई कमर्शियल गाड़ जीपीएस तकनीक आ रह ,1
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
"चंद्रशेखरः वो गेंदबाज़ जिसकी कमज़ोरी बनी ताक़तबीएस चंद्रशेखर, वो फिरकी गेंदबाज थे जिनके सामने रिचर्ड्स जैसे दिग्गज बल्लेबाज़ के पांव भी डगमगाते थे.",1
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
किसान आंदोलन के कैस बदल रह अप रणनीत मोद सरकार दिय पीछ हट के संकेत आक्रामक किसान संगठन ,1
बॉर्डर-गावस् ट्रॉफ़ के पहल टेस्ट मैच के भारतीय टीम घोषित गुलाब गेंद वाल डे-नाइट टेस्ट मैच कप्ता विराट कोहल टेस्ट मैच के वो भारत लौट क्योंक वो पि बन वाल ,1
दुष्यंत चौटाला: हरियाणा की खट्टर सरकार में बने रहना मजबूरी या ज़रूरी?किसानों के रोष के चलते हरियाणा की सियासत में बड़ी हलचल शुरू हो चुकी है. क्या दुष्यंत देंगे इस्तीफ़ा?,1
HSRP हाई सिक्योरिट रजिस्ट्रेशन प्लेट कलर कोडेड फ़्यूल स्टि क्य दिल्ल के परिवहन विभाग कार के हाई सिक्योरिट रजिस्ट्रेशन प्लेट कलर कोडेड फ़्यूल स्टि अनिवार्य दिय इसक न 10000 रुपय चालान कट सक ,1
प्रधानमंत्र ओल संकेत दिए 14 जनवर नेपाल के विदेश मंत्र प्रदीप ज्ञावल भारत के दौर वो कालापानी-लिपुलेख लिम्पियाधुर के मुद्द उठ इसक हल के वार् ,1
सोशल मीडिया पर वायरल ये तस्वीर दरअसल कहाँ से है ?आपके गली-मोहल्ले या आपके घर  पर अचानक से ये कट्टरपंथी जिहादियों की भीड़ आ जाए तो इससे  बचने का कुछ उपाय है आपके पास ?  इसका एक ही इलाज बुलडोजर,0
किसान आंदोलन मज़बूत मोदी सरकार के लिए सख़्त संदेश- नज़रियापहले शाहीन बाग़ और उसके बाद ताज़ा किसान आंदोलन से यह दिखने लगा है कि नागरिक समाज विपक्ष की ख़ाली जगह भर रहा है.,1
भारत में किसान प्रदर्शनों से जुड़े सवाल पर फिर बोले जस्टिन ट्रूडो,1
पाकिस्तान एयरफ़ोर्स के प्रमुख जो कभी भारत के युद्धबंदी थेभारत-पाकिस्तान युद्ध की औपचारिक शुरुआत होने में 11 दिन बाकी थे. दो दिन पहले ही '4 सिख रेजिमेंट' के सैनिक कुछ टैंकों के साथ पूर्वी-पाकिस्तान में चौगाचा क़स्बे की तरफ बढ़ गए थे.,1
"‘अपने हिस्से के भगवान’ के लिए संघर्ष, पिछड़ी जाति का पुजारीये कहानी है उस भारतीय की, जिसने ईश्वर और पूजा के लिए अपने अधिकार की लड़ाई लड़ी.",1
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
