Heading,News,Label
"BPSC पेपर लीक: अब दोबारा परीक्षा कब होगी, सेक्रेटरी से जानिए",8 मई को बीपीएससी परीक्षा का प्रश्नपत्र लीक होने के बाद से बिहार लोकसेवा आयोग ने इस परीक्षा को रद्द कर दिया था. इसके बाद से आयोग और राज्य सरकार विपक्ष के निशाने पर है. ,1
संतूर वादक शिव कुमार शर्मा का 42 साल पुराना इंटरव्यू,जानेमाने संतूर वादक पंडित शिव कुमार शर्मा ने आज इस संसार को अलविदा कह दिया. ,1
रूस और यूक्रेन की जंग के बीच पिस रहे हैं बच्चे,"रूस के हमले की वजह से यूक्रेन में हज़ारों विकलांग बच्चों को, बिना किसी देखभाल के उनके हाल पर छोड़ दिया गया है. ",1
भारत के मुसलमानों में बहुविवाह को लेकर एक बार फिर से बहस छिड़ी,दिल्ली हाई कोर्ट में याचिका दायर करके 28 साल की एक मुसलमान महिला ने मांग की है कि बिना उनकी लिखित सहमति के उनके पति को एक दूसरी महिला से निकाह करने से रोका जाए. ,1
"इंडिगो मामलाः डिफ़रेंटली एबल बच्चे के पिता ने बताया, क्या हुआ था रांची एयरपोर्ट पर","""वो 7 मई की शाम थी. मैं बोकारो में रह रही अपनी 76 साल की कैंसर पीड़िता मां से मिलकर हैदराबाद की फ्लाइट लेने रांची एयरपोर्ट पहुंचा था. मेरे साथ मेरी पत्नी अपर्णा और 12 साल का बेटा अर्णब भी थे. अर्णब डिफरेंटली एबल्ड बच्चा है. इसलिए हमें उसका ख़ास ख़्याल रखना होता है. वो कम बोलता है, चल नहीं पाता, आँखों की रोशनी भी कम है.""",1
कोयले की कमी और बढ़ती गर्मी ने भारत के बिजली संकट को कैसे बढ़ाया,एक महीने से ज्यादा समय से राजधानी दिल्ली के पास संदीप मल की फैक्ट्री को बिजली कटौती का सामना करना पड़ रहा है. कभी कभी ये बिजली कटौती दिन में 14 घंटे तक हो जाती है. ,1
असम की वो सब-इंस्पेक्टर जिन्होंने अपने मंगेतर को भेजा जेल,असम पुलिस की एक महिला सब-इंस्पेक्टर ने धोखाधड़ी के आरोप में अपने ही मंगेतर को गिरफ़्तार कर लिया है.,1
"कांग्रेस का अध्यक्ष कौन होगा बेस्ट, प्रशांत किशोर ने बताया -BBC EXCLUSIVE","चुनाव रणनीतिकार का चोला उतारकर नेता के अवतार में आने को आतुर प्रशांत किशोर का कहना है कि मजबूत कांग्रेस देश के हित में है. हालांकि, कांग्रेस की कमान किसके हाथ में हो, इस पर उनकी राय 'लोकप्रिय धारणा' से अलग है. ",1
पाकिस्तान में चीनी नागरिकों पर कौन और क्यों कर रहा है हमले?,चीन ने पाकिस्तान के कराची शहर में तीन चीनी नागरिकों की हत्या पर कड़ी प्रतिक्रिया देते हुए कहा है कि इसके लिए ज़िम्मेदार लोगों को कड़ी सज़ा मिलनी चाहिए. ,1
मुकेश अंबानी की नज़र ब्रिटेन की बड़ी फ़ार्मेसी कंपनी 'बूट्स' पर,मुकेश अंबानी यूके की हाई स्ट्रीट चेन बूट्स के अधिग्रहण की योजना बना रहे हैं. मुकेश रिलायंस इंडस्ट्रीज के सबसे बड़े शेयरधारक और अध्यक्ष हैं. रिलायंस इंडस्ट्रीज खुदरा से लेकर ऊर्जा तक के सेक्टर में बड़ा नाम है. ,1
रूस क्या चीन के लिए अब भारत के ख़िलाफ़ जा सकता है?,कांग्रेस नेता राहुल गांधी ने दो फ़रवरी को लोकसभा में कहा था कि मोदी सरकार की ग़लत रणनीति के कारण चीन और पाकिस्तान साथ आ गए हैं. ,1
"'हां, मुझे कैंसर है और मैं जीना चाहता हूं'","ज़िंदगी और मौत के बीच बस एक तजुर्बे का फ़र्क़ है. ज़िंदगी जीते हुए हम जो तजुर्बा हासिल करते हैं, उसकी व्याख्या कर पाते हैं. क्योंकि, हमारी साँसें चल रही होती हैं.  ",1
कुछ लोग सार्वजनिक स्थानों पर पोर्न क्यों देखने लगते हैं?,ब्राउनवेन रीड ब्रिटेन में एक सार्वजनिक लाइब्रेरी में बैठी थीं और किसी भी अन्य छात्र की तरह वहां पढ़ना चाहती थीं. लेकिन उन्हें असहज कर देने वाले दृश्य का सामना करना पड़ा. एक आदमी लाइब्रेरी के कंप्यूटर पर पोर्न देख रहा था.,1
रूस ने आज के दिन किसे हराया था? जानिए क्या है विक्ट्री डे,पिछले कुछ सालों से रूस में 9 मई को मनाए जाने वाले विजय दिवस ने एक वार्षिक कार्यक्रम का दर्जा हासिल कर लिया है. ,1
मदर्स डे: मां बनने की सही उम्र के बारे में विशेषज्ञ क्या कहते हैं?,"कुछ सवालों के एकदम निश्चित जवाब नहीं दिए जा सकते. एक ही सवाल के जवाब, अलग-अलग लोगों के लिए अलग-अलग हो सकते हैं. ",1
"'मैं गैस बचाने के लिए एक वक़्त खाना बनाती हूं, दो महीने सिलेंडर चलाना पड़ता है'",दिल्ली के कल्याणपुरी में गुमटी में चाय की दुकान चलाने वाली पप्पी देवी को जैसे ही एलपीजी सिलेंडर के दाम पचास रुपये बढ़ने का पता चला उन्होंने गहरी सांस ली.,1
"अंडे का फंडा, क्या इसमें छिपा है हमारे ब्रह्मांड का रहस्य",अंडे के बारे में आप जानते हैं. ,1
किमोनो से कैसे खुली अमेरिका में बसे जापानियों के उत्पीड़न की कहानी,"2013 में शेन 'शैशै' कोनो के दादा का जब निधन हुआ, तो उनके सामान की हिफ़ाज़त करने के लिए परिवार के लोग उनके घर गए. उनके बाग़ में लगा शेड सामान से इतना भरा हुआ था कि लोग एक-एक करके ही वहां घुस पाए.",1
"भारत में कोरोना से 47 लाख लोगों की हुई मौतःWHO, भारत ने जताया एतराज़","विश्व स्वास्थ्य संगठन (डब्ल्यूएचओ) ने कहा है कि भारत में कोरोना से 47 लाख लोगों की मौत हुई है. ये संख्या आधिकारिक आँकड़ों से क़रीब 10 गुना ज़्यादा है. हालाँकि, भारत सरकार ने उनके इस दावे पर सवाल उठाए हैं.",1
रूस की गैस से यूरोप के ‘लव अफ़ेयर’ का होगा ब्रेकअप? - दुनिया जहान,रूस और जर्मनी को जोड़ने वाली पाइप लाइन 'नॉर्ड स्ट्रीम-1 कभी दोनों देशों के बीच भरोसे का प्रतीक मानी गई. ,1
एक साथ पैदा हुए नौ बच्चे एक साल बाद किस हालत में हैं?,आज के ही दिन पिछले साल माली की एक महिला हलीमा सिसे ने एक साथ नौ बच्चों को जन्म दिया था. बच्चों का जन्म मोरक्को के एक अस्पताल में हुआ था. माली की सरकार ने उन्हें खास देखभाल के लिए उस समय मोरक्को भेजने का इंतज़ाम किया था. ,1
ज्ञानवापी मस्जिद को लेकर लखनऊ में दलित प्रोफ़ेसर की टिप्पणी पर विवाद,लखनऊ यूनिवर्सिटी में मंगलवार दोपहर एबीवीपी के कार्यकर्ताओं ने हिंदी विभाग के प्रोफ़ेसर रविकांत चन्दन के ख़िलाफ़ विरोध-प्रदर्शन किया था. ,1
"डॉलर के सामने गिरता रुपया, आम लोगों की जेब पर क्या होगा असर",9 मई को शुरुआती कारोबार में भारत की मुद्रा रुपया अमेरिकी डॉलर के मुकाबले 51 पैसे गिरकर 77.41 रुपये के अब तक के सबसे निचले स्तर पर आ गया. ,1
श्रीलंका पर उदय कोटक और रामचंद्र गुहा की टिप्पणी चर्चा में,भारत के पड़ोसी देश श्रीलंका में छिड़े संघर्ष और उसके बाद प्रधानमंत्री महिंदा राजपक्षे के इस्तीफ़े को लेकर देश-दुनिया के जाने-माने बैंकर उदय कोटक ने टिप्पणी की है. ,1
मोहाली धमाका: सिख फ़ॉर जस्टिस ने ली ज़िम्मेदारी- प्रेस रिव्यू,पंजाब के मोहाली में पुलिस के इंटेलिजेंस हेडक्वॉर्टर पर हुए हमले की ज़िम्मेदारी प्रतिबंधित संगठन सिख फ़ोर जस्टिस (एसएफ़जे) ने ली है.,1
"बिहार पेपर लीक मामला: BPSC ने बताया कब होगी परीक्षा, अब तक चार लोग हिरासत में",बिहार लोकसेवा आयोग ने मंगलवार को बताया है कि अगले तीन महीने के अंदर बीपीएससी की परीक्षा दोबारा आयोजित कराई जा सकती है. ,1
कश्मीर में 1200 साल पुराने मंदिर में 'बिना इजाज़त' पूजा करने पर विवाद,"भारत प्रशासित कश्मीर के दक्षिणी शहर अनंतनाग में प्राचीन सूर्य मंदिर के खंडहर में, भारत के विभिन्न राज्यों से आए 100 हिंदू ब्राह्मणों ने दो दिन तक पूजा का आयोजन किया. ",1
नए सेना प्रमुख जनरल मनोज पांडे पहली बार चीन और रूस-यूक्रेन जंग पर बोले- प्रेस रिव्यू,चीन के साथ भारत के सीमा विवाद पर नए सेना प्रमुख जनरल मनोज पांडेय के अहम बयान को अंग्रेज़ी अख़बार द हिंदू ने प्रमुखता से छापा है. प्रेस रिव्यू में सबसे पहले यही ख़बर पढ़िए.,1
शाहीन बाग़ में अतिक्रमण हटाओ अभियान के ख़िलाफ़ विरोध-प्रदर्शन,दिल्ली के शाहीन बाग़ में सोमवार को दिल्ली नगर निगम की ओर से अवैध निर्माण हटाने के ख़िलाफ़ वहाँ के लोगों ने विरोध-प्रदर्शन किया. ,1
ज्ञानवापी मस्जिद में माँ शृंगार गौरी मंदिर के निरीक्षण का मामला: जानिए कौन हैं पाँचों महिला याचिकाकर्ता,शुक्रवार से सुर्ख़ियों में छाए हुए ज्ञानवापी मस्जिद और माँ शृंगार गौरी से जुड़े निरीक्षण वाले मामले में आख़िरकार इस मुक़दमे की महिला याचिकाकर्ता पहली बार मीडिया के सामने आईं. ,1
श्रीलंकाई केंद्रीय बैंक के प्रमुख की चेतावनी से बढ़ी चिंता- प्रेस रिव्यू,"श्रीलंका के केंद्रीय बैंक के प्रमुख ने 11 मई को चेतावनी दी कि अगर देश में राजनीतिक स्थिरता तत्काल बहाल नहीं की जाती है और संकट में फंसे श्रीलंका को चलाने के लिए नई सरकार नियुक्त नहीं की जाती है तो अर्थव्यवस्था ""पूरी तरह ध्वस्त"" हो जाएगी.",1
"पाकिस्तान में चिकन अचानक हुआ महंगा, आम लोग परेशान",कराची के इलाक़े निज़ामाबाद के निवासी काशिफ़ हुसैन ने रविवार के दिन मुर्ग़ी का एक किलो गोश्त छह सौ रुपये में ख़रीदा है.,1
इसराइल के हमले में अल-जज़ीरा की संवाददाता शिरीन अबू अक़लेह की मौत,क़तर के समाचार चैनल अल जज़ीरा की संवाददाता शिरीन अबू अक़लेह की इसराइली रेड में मौत हो गई है. ,1
"श्रीलंका: जैसे-जैसे रात गुजरी, भीड़ ने राजपक्षे परिवार के घरों को आग के हवाले करना शुरू कर दिया",श्रीलंका में सत्तारूढ़ राजपक्षे परिवार के एक घर को जला दिए जाने के पूरे देश में कर्फ़्यू लगा दिया गया है. सेना को क़ानून तोड़ने वालों को देखते ही गोली मारने के आदेश दे दिए गए हैं.,1
अल-अक़्सा मस्जिद पर इसराइल की टिप्पणी से बढ़ी आशंका,इसराइल के प्रधानमंत्री नेफ़्टाली बेनेट ने रविवार को अल-अक़्सा मस्जिद के प्रबंधन में बाहरी हस्तक्षेप को ख़ारिज करने की बात कही है. इस बयान के बाद जॉर्डन और फ़लस्तीन भड़क गए हैं.,1
मुसलमान जिस देश में रहते हैं उसका सम्मान करें- वर्ल्ड मुस्लिम काउंसिल में बोले मिस्र के मंत्री,संयुक्त अरब अमीरात में वर्ल्ड मुस्लिम कम्युनिटीज़ काउंसिल (TWMCC) के चौथे वार्षिक सम्मेलन का आयोजन किया गया. इस बैठक में 150 से अधिक देशों के प्रतिनिधि शामिल हुए. ,1
"श्रीलंका में अराजक हुए हालात, महिंदा राजपक्षे के इस्तीफ़े से क्या होगा",लोगों के लिए अनाज कम पड़ रहा है,1
"श्रीलंका: महिंदा राजपक्षे पर भड़के संगकारा, प्रदर्शनकारियों ने राष्ट्रपति के पैतृक घर में लगाई आग",आर्थिक संकट से जूझ रहे श्रीलंका में सरकार विरोधी प्रदर्शन हिंसक हो गया है. सत्ताधारी पार्टी के 15 से अधिक सदस्यों के घरों और दफ़्तरों को प्रदर्शनकारियों ने आग के हवाले कर दिया जिसमें राष्ट्रपति गोटाबाया राजपक्षे का पैतृक घर भी शामिल है. ,1
पाकिस्तानी सांसद आमिर लियाक़त पर 31 साल छोटी उनकी पत्नी ने लगाए गंभीर आरोप,पाकिस्तान की नेशनल असेंबली के सदस्य और मशहूर टीवी शख़्सियत आमिर लियाक़त की तीसरी शादी भी ज़्यादा दिनों तक नहीं चल सकी. ,1
कौन हैं महेश बाबू जिन्होंने कहा- बॉलीवुड मुझे 'अफ़ोर्ड' नहीं कर सकता,मुंबई. साउथ की क़ॉफी के प्याले से एक बार फिर तूफान उठा है. वर्चस्व की लड़ाई अब गुरूर और गर्व तक पहुंच गई है. ,1
मुनव्वर फ़ारूक़ी: कॉमेडियन के पुलिस हवालात से 'लॉक अप' शो जीतने तक की कहानी,स्टैंडअप कॉमेडियन मुन्नवर फ़ारूकी रियलटी शो लॉकअप के विजेता बन गए हैं. कंगना रनौट के इस शो में मुन्नवर को पहले से ही मज़बूत दावेदार माना जा रहा था. ,1
ख़ुदा गवाह: अमिताभ बच्चन की वो फ़िल्म जिसके लिए अफ़ग़ान मुजाहिदीनों ने जंग रोक दी थी,बात 90 के दशक की है. अफ़ग़ानिस्तान में मुजाहिदीन के साथ लड़ाई जारी थी. ,1
जॉनी डेप बनाम एंबर हर्ड मुक़दमे में दुनिया भर की दिलचस्पी क्यों है,अगर हॉलीवुड फ़िल्मों में आपकी दिलचस्पी है तो पाइरेट्स ऑफ़ कैरिबियन्स फ़िल्म और सीरीज के बारे में सुना होगा जिसमें अभिनेता जॉनी डेप ने काम किया था. वो तीन बार ऑस्कर अवॉर्ड के लिए नामांकित हो चुके हैं और गोल्डन ग्लोब अवॉर्ड जीत चुके हैं.,1
हदिक़ा कियानी Vs कनिका कपूर: नए नहीं हैं बॉलीवुड पर पाकिस्तानी गानों की 'चोरी' के आरोप,"'बूहे बारियां... ' यानी 'दरवाज़े, खिड़कियाँ और दीवारें लाँघ कर...आऊंगी हवा बनकर'",1
मेटावर्स: क्यों है इस पर टिकी बॉलीवुड की नज़र?,"वैसे तो एंटरटेनमेन्ट की दुनिया वास्तविकता की गहराई से लेकर कल्पना के आकाश तक कहीं भी जा सकती है. हालांकि दर्शकों तक अपनी बात पहुँचाने के लिए ह्यूमन प्रेज़ेन्स का होना ज़रूरी होता है, लेकिन अब एक आभासी दुनिया की कल्पना कर हर तरह के दृश्य को क्रिएट करना भी संभव हो रहा है और इसे बॉलीवुड हाथों हाथ लेने को तैयार है.",1
कौन हैं किच्चा सुदीप जिनसे हिंदी को लेकर भिड़ गए अजय देवगन,अचानक इंटरनेट के सर्च इंजन्स पर कन्नड़ सुपरस्टार किच्चा सुदीप के बारे में तेज़ी से बढ़ी हलचल ने उन लोगों के कान खड़े कर दिये जो इन दिनों साउथ डब फिल्मों की धुआंधार बारिश में सराबोर हो रहे हैं. ,1
शम्मी कपूर के बेटे आदित्य राज कपूर ने पिता के अफ़ेयर्स को लेकर कई राज़ खोले,भारतीय फ़िल्मों में कपूर परिवार का योगदान हमेशा से ही अहम रहा है. कपूर परिवार में अभिनय की नींव सबसे पहले रखी कपूर परिवार के मुखिया दिवंगत अभिनेता पृथ्वीराज कपूर ने. ,1
अजय देवगन और किच्चा सुदीप की हिन्दी की बहस में कूदे नेता-अभिनेता,"पहले अभिनेता नवाज़ुद्दीन सिद्दीक़ी, फिर दक्षिण भारतीय फ़िल्मों के अभिनेता किच्चा सुदीप और अब अजय देवगन. फ़िल्मों में हिंदी भाषा के इस्तेमाल पर शुरू हुई चर्चा अब तेज़ हो रही है.",1
"IPL: विकेट पर गेंद लगी, बेल्स नहीं गिरे, क्या वॉर्नर आउट थे","क्रिकेट दिलचस्प खेल है. मैदान पर गाहे बगाहे ऐसी चीज़ें हो जाती हैं, जिनसे न केवल वहाँ खेल रहे खिलाड़ियों, उसे देख रहे दर्शकों, लाखों चाहने वाले और इसके दिग्गजों के भी होश उड़ जाते हैं और फिर छिड़ती है एक बहस.",1
"IPL: गुजरात टाइटंस का एलान, 'अब अपनी बारी है, पर तुम भी जल्दी आ जाना'",खेल की ख़ूबसूरती यही है कि हार जीत के बाद भी एक टीम दूसरी टीम को साथ लेना नहीं भूलती. ,1
IPL: बुमराह की ड्रीम गेंदबाज़ी और पाँच विकेटों पर कैसे भारी पड़ा कमिंस का एक ओवर,कहते हैं कि किस्मत साथ नहीं हो तो ऊंट पर बैठे आदमी को भी कुत्ता काट लेता है. कुछ ऐसी ही कहानी आईपीएल के इस सीज़न में मुंबई इंडियंस की हो चुकी है. ,1
धोनी के बारे में बड़ी जीत के बाद डेवोन कॉनवे ख़ूब बोले,जब किसी टूर्नामेंट के नॉक आउट दौर में पहुँचने के लिए सभी मैच जीतने हों और वो भी बड़े अंतर से तो चैंपियंस कैसे खेलते हैं?,1
धोनी की चेन्नई सुपर किंग्स क्या अब भी जीत सकती है इस साल का आईपीएल?,दिल्ली कैपिटल्स को 91 रन से हराने के बाद चेन्नई सुपर किंग्स ने अपने प्रंशसकों की उम्मीदों को बढ़ा दिया है. और ये उम्मीद है प्ले ऑफ़ में पहुंचने की है. ,1
IPL: गेंदबाज़ों की दबंगई ने यूं बिगाड़ा KKR का खेल,यह बल्ले और गेंद की वैसे लड़ाई थी जिसमें बहुत कम समय के लिए बल्ला गेंद पर हावी था. गेंदबाज़ अपनी गेंद से इस कदर इस मैच में हावी थे कि बल्लेबाज़ों को पिच पर ख़ड़े रह कर रन जोड़ने में भी एड़ी चोटी का जोर लगाना पड़ रहा था.,1
"6 गेंदों पर विलेन से बने हीरो, छीन लिया मैच, क्या ये वही सम्स हैं?","शुक्रवार को मुंबई और गुजरात के बीच मैच में सब कुछ उसी अंदाज में चल रहा था जैसा कि आईपीएल के एक मैच में अमूमन चला करता है, लेकिन अचानक कुछ ऐसा हुआ कि सब कुछ थम गया और निगाहें मैदान में उस शख़्स पर टिक गईं जो आज से ठीक एक महीने पहले अपने ओवर के लिए विलेन बन गया था.",1
उमरान मलिक ने IPL में रफ़्तार का बनाया रिकॉर्ड पर चूक कहाँ हुई,इस आईपीएल में लगातार 150 किलोमीटर की रफ़्तार से गेंद डालने के लिए सबकी जुबान पर बस एक ही नाम है- उमरान मलिक.,1
धोनी मैच हारने के बाद प्लेऑफ की उम्मीद मुश्किल होने पर बोले,चार बार की चैंपियन चेन्नई सुपर किंग्स के आईपीएल के 15वें संस्करण के प्लेऑफ़ में पहुँचना मुश्किल हो गया है. ,1
"पायलट हुआ बेहोश, अप्रशिक्षित पैसेंजर ने विमान लैंड कराया, पर कैसे",अमेरिका में एक अजीबोग़रीब घटना हुई है. वहां की मीडिया फ़्लोरिडा में फ़्लाइट के उस पैसेंजर की तलाश कर रही है जिसने पायलट के बेहोश होने के बाद विमान को सुरक्षित लैंड करा दिया.,1
"F1 से F12 तक, कम्प्यूटर कीबोर्ड के शॉर्टकट्स के बारे में जान लीजिए, आसान हो जाएगा आपका काम","आपके कंप्यूटर के की-बोर्ड के सबसे ऊपरी बटनों पर नजर दौड़ाएं. वहां F सीरीज के बटन मिलेंगे. जैसे F1, F2 … ऐसे 12 बटन हैं. ",1
बेडशीट अगर आप इतने दिनों में बदलते हैं तो हो जाएं सावधान,किसी को अपनी बेडशीट कितने दिनों पर बदलनी या धोनी चाहिए? इस सवाल को कई लोग बचकाना मान सकते हैं. कई लोग यह भी कह सकते हैं कि इस विषय पर सार्वजनिक रूप से चर्चा नहीं होनी चाहिए. ,1
पृथ्वी से ग़ायब एक बड़े कालखंड की वजह ढूंढने में नाकामी क्यों?,"पृथ्वी की सतह पर पड़ी चट्टान एक किताब की तरह होती है, जो आपको अपनी पूरी कहानी बता देती है. ",1
"Surya Grahan 2022 : साल का पहला सूर्य ग्रहण, जानिए कहां दिखेगा असर",साल का पहला सूर्य ग्रहण शनिवार की देर रात में होगा. रात में होने के कारण ये भारत में नज़र नहीं आएगा.,1
कोरोना वायरस के सभी वैरिएंट के लिए क्या एक वैक्सीन संभव है? - दुनिया जहान,तारीख़ थी 24 नवंबर 2021. दक्षिण अफ़्रीका के वैज्ञानिकों ने सार्स CoV2 के एक नए और 'परेशान करने वाले' वैरिएंट के बारे में विश्व स्वास्थ्य संगठन से जानकारी साझा की. ,1
एलन मस्क ने ट्विटर को ख़रीदने के लिए की 44 अरब डॉलर की डील,दुनिया के सबसे अमीर शख़्स एलन मस्क ने ट्विटर को 44 अरब डॉलर में खरीदने का ऑफ़र दिया है जिसे कंपनी ने स्वीकार कर लिया है. ,1
दिन में आख़िर आपको कितनी बार खाना खाना चाहिए,आमतौर पर हम एक दिन में तीन वक़्त खाना खाते हैं- जीवन जीने का नया तरीका खाना खाने के इस पैटर्न पर काम करता है. हमें कहा जाता है कि सुबह का नाश्ता दिन का सबसे अहम खाना होता है. दफ़्तरों में हमें खाने के लिए काम से ब्रेक दिया जाता है. इसके बाद हमारी पारिवारिक और समाजिक ज़िंदगी रात के खाने के इर्द-गिर्द घूमती है. लेकिन क्या ये खाना खाने का सबसे स्वस्थ और उचित तरीका है. ,1
दुनिया की पहली इलेक्ट्रिक कार का सपना कैसे टूट गया था,इलेक्ट्रिक कारें जो आज बाज़ार में अपनी खास जगह बना चुकी हैं उन्होंने अपनी शुरुआत में ही दम तोड़ दिया था. ,1
जब मंटो ने 'तमन्ना' की जगह 'आशा' लिखने से इनकार कर दिया,"मंटो ने एक बार अपने बारे में लिखा था, 'वो इस लिहाज से ज़्यादा पढ़ा-लिखा नहीं है कि उसने कभी मार्क्स को पढ़ा नहीं है, न ही उसकी नज़र फ़्रायड के किसी काम पर गई है. हीगल का उसने नाम भर सुना है, लेकिन सबसे दिलचस्प चीज़ ये है कि लोग, ख़ास तौर से उसके आलोचक ये एलान करते हुए नहीं थकते कि वो इन सब विचारकों से प्रभावित दिखाई देता है. जहाँ तक मैं जानता हूँ उस पर किसी विचारक का असर नहीं हो सकता.' ",1
आशरीन सुलताना राजू के लिए पल्लवी बनी थीं लेकिन अब राजू ही नहीं रहे,"""मैं अपने भाई से मिलना चाहती हूँ. मैं राजू के बिना ज़िंदा नहीं रहना चाहती हूँ. लेकिन मैं अपने भाई से बहुत नाराज़ हूँ और सिर्फ़ यही एक कारण है कि मैं जिंदा हूँ. जिस तरह से उसने राजू को...मेरे पति को मारा, मैं भी उसको उसी तरह मारना चाहती हूँ. उसे भी मेरा दर्द महसूस होना चाहिए...""",1
पंडित शिवकुमार शर्माः जिन्होंने घाटी के वाद्य को घर-घर पहुँचाया, करीब 12 साल पुरानी बात है. पंडित शिवकुमार शर्मा का दिल्ली यूनिवर्सिटी में एक कार्यक्रम था. अच्छी तादाद में छात्र उन्हें सुनने आए थे. ,1
"भरत पारेख ऐसे LIC एजेंट, जिनके लिए श्मशान घाट बने सबसे ज़्यादा मददगार",भरत पारेख दशकों तक हर रोज़ जीवन बीमा की पॉलिसी बेचने के लिए नागपुर के अख़बारों में छपने वाली मौत की सूचनाओं और श्मशान घाटों को खंगालते हैं. ,1
कुणाल कामरा को पीएम मोदी का 'महँगाई डायन' वाला वीडियो क्यों पड़ा महँगा? #Social,"''भारत तेरी आराधना करेंगे. तेरी जन्म जन्म हम अर्चना करेंगे. महिमा महान तू है. करुणा निधान तू है. तू प्राण है हमारी. जननी समान तू है. तेरे लिए जिएंगे, तेरे लिए मरेंगे.''",1
"प्रमोद महाजन की हत्या, क्या हुआ था उस दिन और एक अनसुलझा सवाल",तारीख़ - 3 मई 2006,1
"यूएई की रूस से बढ़ती नज़दीकी, अमेरिका से दूरी और पर्दे के पीछे से शेख मंसूर बिन ज़ायेद का रोल",संयुक्त अरब अमीरात के बाहर शेख मंसूर बिन ज़ायेद अल नाहयान को इंग्लिश फुटबॉल क्लब मैनचेस्टर सिटी के मालिक के रूप में जाना जाता है. ,1
CIA: नंद मूलचंदानी को जिस अमेरिकी खुफिया एजेंसी ने बनाया अधिकारी वो कैसे काम करती है?,अमेरिकी खुफिया एजेंसी सीआईए के निदेशक विलियम जे बर्न्स ने भारतीय मूल के नंद मूलचंदानी को एजेंसी का पहला चीफ़ टेक्नोलॉजी ऑफ़िसर नियुक्त किया है.,1
शाह फ़ैसल इस्तीफ़ा देने के बाद एक बार फिर आईएएस कैसे बन रहे हैं?,जम्मू-कश्मीर के पहले यूपीएससी टॉपर शाह फ़ैसल राजनीति में हाथ आज़माने के बाद एक बार फिर आईएएस के रूप में नौकरी ज्वॉइन करने जा रहे हैं. ,1
हरा सोना: इस पौधे पर क्यों है पाकिस्तानी किसानों की नज़र,"पाकिस्तानी के क़बीलाई ज़िले लोअर औरकज़ई के जहांगीर जानाना (30 साल) और उस इलाक़े के दूसरे किसान बारिश के होने और सरकार से भांग की खेती को क़ानूनी मंज़ूरी मिलने का इंतज़ार कर रहे हैं. किसानों के अनुसार, उन्हें अगले कुछ दिनों में बारिश होने की उम्मीद तो है, पर सरकार के फ़ैसले को लेकर कुछ नहीं पता.",1
बंदर ले गए सारे सबूत- हत्या के मुक़दमे में अदालत से कहा राजस्थान पुलिस ने,राजस्थान पुलिस ने जयपुर की एक निचली अदालत को हत्या के एक मुक़दमे में बताया है कि हत्या का हथियार (चाकू) समेत सभी सबूत बंदर ले गए हैं.  ,1
"मध्य प्रदेश: तीन शादियाँ साथ, बिजली गई और बदल गईं दुल्हनें",मध्य प्रदेश में बिजली संकट की वजह से शादी में दुल्हनों की अदला-बदली का मामला सामने आया है. हालांकि जल्द ही इस बात का पता चल गया और उसके बाद सही दुल्हनों के साथ दूल्हों ने फेरे लिए. ,1
कार्टून: पूछ लीजिए सवाल,"(बीबीसी हिन्दी के एंड्रॉएड ऐप के लिए आप यहां क्लिक कर सकते हैं. आप हमें फ़ेसबुक, ट्विटर, इंस्टाग्राम और यूट्यूब पर फ़ॉलो भी कर सकते हैं.)",1
चीनी नागरिकों की आत्मघाती हमले में जान लेने वाली शारी बलोच के घर वाले क्या बोले- ग्राउंड रिपोर्ट,"पाकिस्तान में बलूचिस्तान प्रांत के प्रमुख शहर तुर्बत से कुछ ही किलोमीटर की दूरी पर स्थित कलातक ही वह शहर है, जहाँ कराची में आत्मघाती हमला करने वाली शारी बलोच अपनी शादी के बाद 10 साल पहले शिफ़्ट हुई थीं.",1
सीरिया के असद परिवार को मालामाल बना रही है यह गोली,"अरब दुनिया में एक पुरानी ड्रग फिर सामने आ गई है. इसका नाम है, कैप्टागॉन",1
चीन के शंघाई पोर्ट पर ट्रैफिक जाम लगने से दुनिया भर में क्या-क्या हो सकता है महंगा,चीन में कोरोना संक्रमण के नए मामले बढ़ने के बाद दर्जनों शहरों में पूरी तरह लॉकडाउन लगा है.,1
कार्टून: सब आंकड़े हैं,कार्टून: वो वाले गांधी,1
दिल्ली में 'ऑपरेशन बुलडोज़र' का क्या चुनावी कनेक्शन है?,"दिल्ली की जहांगीरपुरी में अवैध अतिक्रमण हटाने के लिए आज सुबह बुलडोज़र पहुँचा. लेकिन क्यों, कहाँ और कैसे ये जानने के लिए इस घटना की क्रोनोलॉजी समझने की ज़रूरत है.",1
क़ुतुब मीनार क्या हिंदू मंदिरों को तोड़कर बनी थी?,"वाराणसी की ज्ञानवापी मस्जिद, आगरा के ताजमहल के बाद अब दिल्ली की क़ुतुब मीनार को लेकर भी विवाद छिड़ गया है. क़ुतुब मीनार के पास मंगलवार को हिंदू संगठनों ने विरोध प्रदर्शन किया. उन्होंने क़ुतुब मीनार का नाम बदलकर विष्णु स्तंभ करने की मांग की. ",1
